1.240617791246608898e-01,-4.650239517787183030e-01,6.702527437850525072e-01,9.780187130362792969e-01,1.038195212653628019e+00,2.689596691534989481e-01,4.510208556329505791e-01,1.916649539109085698e-01,-4.799896474066990271e-01,5.050921050513176302e-01,4.961769745942336551e-01,3.488120278747401382e-01,5.786341948123860934e-01,7.627247094074478539e-01,6.455652475814777080e-01,6.829229688183954261e-01,6.008593794089951423e-01,6.170001577100492351e-01,8.063245103789632440e-01
4.758041916927455706e-01,-1.984989105627512351e-01,6.378874966861367568e-01,1.453582397083006683e-01,8.572469354877679248e-02,8.354754989774086926e-01,7.207350120319758746e-01,8.737417462462533368e-01,7.123857417837636818e-02,9.750580368233144890e-01,9.317144061693054258e-02,9.199518749468722778e-02,-4.203086719005865168e-01,7.493630405821353202e-01,6.784468786600245105e-01,6.583284519996128736e-01,6.553067041178914920e-01,6.835719830273968844e-02,7.828290829247591676e-01
5.036089493620630186e-01,5.472496731295627415e-01,4.014684742420737140e-01,8.669139259983997814e-01,-2.597227941152175923e-01,2.353941665760923840e-01,5.983703530405124482e-01,2.790283558572722589e-01,4.785999652940482463e-01,8.820148505850762266e-01,4.706847317754839777e-01,5.269414492267358030e-01,-7.718383271211930186e-02,8.193425175079946943e-01,6.340496879894532700e-01,-7.552986103806055285e-01,9.173216232865137876e-01,3.349837362631134519e-01,1.476637977782886135e-01
1.083396940749588921e+00,2.458619285189591330e-01,6.161003562870069894e-01,1.145693949315713944e-01,8.065944391519909162e-01,8.436983589128994598e-01,2.128958845371494435e-01,3.093231295318198959e-01,7.107378175664060826e-01,1.184610864374127832e-02,2.792568926807896257e-01,7.049942911194048145e-01,-3.276868651684445438e-02,9.060368876467005117e-02,1.448917712398346824e-02,4.868779684610237690e-01,-3.483631573244296287e-01,-9.077635732636440968e-02,2.439452680021608200e-01
3.920048526404228961e-01,9.464079683552099886e-02,4.594556840356838756e-01,5.943787202410206749e-01,8.576744053997641115e-02,4.916780127005532797e-01,3.290556708661704355e-01,5.295124375679821638e-01,8.731772844904135411e-01,6.944431340349096482e-01,4.512316754299334765e-01,-1.936499405844927663e-02,6.408205393644627046e-01,3.383649554583005314e-01,1.621901535394725535e-01,-7.392397370588112970e-01,2.626237078400655567e-01,6.034093581655246563e-01,1.146025731320014784e-01
4.646260634890310715e-01,4.293959451160505036e-01,7.562257011057823552e-01,1.066960744248979243e+00,3.245821115519535449e-01,-1.496882024860060091e-02,5.224034949612275103e-01,2.832694109868701404e-01,1.220726693117586414e+00,-9.411916136318412840e-02,4.029996103404622221e-01,5.140022001415879283e-01,6.375739645925488919e-01,3.921149484836310983e-01,1.089887784514248947e+00,5.237022992169270141e-01,3.738654246778279622e-01,5.651883324625348592e-01,-1.065620423306131270e+00
3.814484729469128088e-01,2.291850694380433151e-01,1.317348592854981626e-01,-3.579045275833510620e-01,2.569408081779308572e-01,6.320377086556676627e-01,6.744259567200024952e-01,7.420798853744919876e-01,1.766134406387684097e-01,4.790065365229106975e-01,9.158843792837929598e-01,7.539164981409034461e-01,7.746236523769280125e-02,2.935822293795904980e-01,5.686161207196644973e-01,1.993858336736610837e-01,5.653859961832200659e-02,1.098744478998491925e+00,7.491853116423226044e-01
7.891371008753514382e-02,3.784760048390284903e-01,3.455347561010116975e-01,1.511201117976792574e-01,4.554997688683460819e-03,8.762838860099004812e-01,3.230216156642304881e-01,-3.624599741761686672e-02,-4.473726694181104913e-01,1.159198578526513534e+00,4.858713416429259468e-01,5.281529812199715623e-01,6.515217282828601464e-01,2.646751257108147515e-01,-4.209801505689695356e-01,8.757987142195173824e-01,1.055072628391825695e+00,2.200772691202329545e-01,-1.070807096093379374e-01
1.584477763818919471e-01,2.230708502591968456e-01,1.093247457207616735e-01,8.741959328996390388e-01,6.568995544589482927e-02,8.101823827992823412e-01,1.664464052220632206e-01,-8.833199699001134664e-02,5.109624968362603825e-01,3.647998451731398473e-01,8.228793387808854831e-01,8.808834151958347958e-01,3.792930683255877483e-02,9.479153635062311789e-01,4.560422597364195418e-01,1.069955841262852370e-01,-8.780270856147920355e-02,9.594159793852927720e-01,7.793483915755513580e-01
7.464098424736150816e-01,3.752595229602151417e-01,9.391780074402364953e-01,-5.108416844358643072e-01,3.111992362073706664e-01,3.797232474395778046e-01,2.901072757361318200e-01,6.436313896787416722e-01,9.719919596647613735e-01,-3.496004180804005435e-01,6.942099144157530821e-01,8.407447752426567833e-01,5.545938491189267294e-02,6.094014921491810455e-01,-9.096420643892770552e-02,4.481300796535285236e-01,4.803596098008663384e-01,6.065978478700644327e-01,4.276968663195300779e-01
5.380159669673708622e-01,7.230591825728694966e-01,1.738321092540196788e-01,-3.505849674713045969e-03,6.180332382099132937e-01,-8.097790600732530653e-01,2.957816969090671377e-01,8.960192745173627404e-01,7.037939488436586455e-01,5.645935568189661136e-02,2.294117549260971944e-01,7.625577350616755679e-01,7.364174072929047243e-01,8.232141233052477913e-01,5.746120887224405172e-01,6.675617660377031193e-01,2.443539966343750980e-01,1.193778421116265198e+00,1.592060810021656003e-01
6.780434356176724409e-01,1.074932846999983260e+00,2.111766927424044982e-01,3.366659579694942783e-01,-2.512751223990143390e-01,3.630563033180305710e-01,3.238253585581618577e-01,8.655712679119422770e-01,4.286625260093705064e-02,1.850775800906582502e-01,4.895029698355088388e-01,2.101048034811663079e-02,6.557780823190165753e-01,4.181798054620087246e-01,1.968535267316985082e-01,-3.970418850682415068e-01,4.905349005168668786e-01,6.089734302005709310e-01,-9.152822073057065300e-02
1.326442742897870064e-01,3.317851421146560953e-01,2.163671559976666492e-01,5.002244891334070021e-01,6.941968747154672603e-02,8.388000269523454566e-01,4.259631536240475747e-01,2.555563917146804198e-01,2.089754044952270851e-01,3.021835613907819518e-01,4.514685829642662296e-01,7.674229804354305573e-01,7.626608088711732680e-01,5.208880813225905682e-01,7.234395279266860046e-02,3.611169642458981199e-01,5.445636753294414989e-01,4.055780541933067251e-01,4.231784302234883888e-01
5.489594321136799238e-01,4.797245267335862873e-01,6.348412639919815970e-01,6.720303382416370486e-01,4.473124757734435186e-01,3.319321123039404436e-02,3.812660504962305241e-01,2.640324598112205323e-01,2.433204268592790431e-01,6.798492240408241516e-01,6.788498899615275084e-01,-2.562372201097790625e-01,6.384067305110964208e-01,3.452726202542172329e-01,3.251206479017597073e-01,7.207401988383036473e-01,3.750577890946021342e-01,1.221883241444327250e+00,1.532168356075762627e-01
4.042594724796674810e-01,4.812374171055653349e-01,-1.837094261858605859e-01,5.669151595085364370e-01,1.593585442119502260e-01,5.276403280905759274e-01,1.219369227480365248e-01,8.089006279797378296e-01,2.217609504707639401e-01,2.093858330163517190e-01,3.662178034615225508e-01,8.839338017852060858e-01,3.952451493002132055e-01,2.669356898342393758e-01,2.350849507872048161e-01,1.215095780759903321e-01,-4.950821683013507668e-01,2.575027417418452313e-01,9.227612741424302545e-01
3.810167490667485390e-01,5.168960806103568562e-01,5.090565512460045738e-01,9.155684601144981061e-01,6.543269507226487924e-01,1.073807966088726751e+00,4.501451397269996824e-02,3.612920703437059733e-01,3.441252119971633938e-01,7.707364344750273766e-01,1.077419383998198477e+00,5.362470258176147420e-01,1.247701406819874681e-01,4.471063322961257858e-01,2.428089884226617146e-01,7.039527206186604325e-01,6.856233171516635805e-01,3.558461347687541521e-01,-1.038349775506907768e+00
9.824291245076959278e-01,1.906941597996247018e-01,3.724495242463685130e-01,6.071922081447640451e-01,7.310825610063490521e-01,3.459506254334143160e-01,1.781588538711542935e-01,7.676988697831452768e-01,5.650408240743037824e-01,1.087935870622209977e+00,5.305306184311315842e-01,1.350307229860235436e+00,4.100822216024829769e-01,3.905130131785455871e-01,3.722258980089493963e-01,-2.349239876311742248e-01,2.558418345149119366e-01,5.484567841843782654e-01,5.797560612608738673e-01
3.585322329827793086e-01,3.115543416714904312e-01,2.012603146102861021e-02,-1.144673493020999522e-01,-4.518637850598949610e-03,8.795112082303160328e-01,2.662267301094080052e-01,8.940057353142604191e-01,7.606051346232739485e-01,8.159488010455803186e-01,3.233158824947250931e-01,-1.340911499894744119e-01,8.808338141655169817e-01,3.242307485041125426e-01,7.298535765652849339e-01,5.958532462988052059e-01,8.372283094754506827e-01,5.257820899194554087e-01,-5.751805285944003865e-01
4.100544593853200359e-01,5.222299045609896107e-01,6.334810321493055119e-01,6.895490008690541295e-01,-2.777893239826013438e+00,4.184048019237398552e-01,4.553370299088981277e-01,3.548262239294674991e-01,-2.302119410350512707e-01,5.086477261989430509e-01,5.252927457626122010e-01,5.119148130352455528e-01,-5.451786834227926315e-01,7.649229298277766542e-01,4.154959482134008009e-01,7.778519005861236346e-01,7.015265120092699647e-01,1.319417420470338387e+00,4.079503072678425379e-01
1.012689975521487984e+00,-5.412826070032645820e-01,2.422216559860477236e-01,3.925800370278104134e-01,1.155601461254218421e-01,3.355191501956897304e-01,-3.291282759495982035e-01,9.836419878344711265e-02,8.227396835085860893e-02,4.246445283189393405e-01,4.791297488252833636e-01,1.702588088896638263e-01,7.574074584287975309e-01,-3.412241729635795973e-01,4.350457863548031212e-01,7.259000882259959431e-01,6.714325714979803017e-01,3.161831232744267278e-02,4.852905437360077734e-01
8.002072494381120560e-01,9.620304875394575239e-01,5.923508044234926384e-01,8.269949000441886300e-01,7.852572353735260968e-01,7.908265847560573825e-01,6.500913497532575525e-01,2.212438615080272453e-01,-7.778809372881551054e-01,6.337423986830512668e-01,2.454562251953193996e-01,7.568238679450731698e-01,9.091422591390717622e-01,4.203231822342077262e-01,1.708438997270611201e-02,-7.848971896237779688e-01,5.607472334646325107e-01,5.075841364952388135e-01,1.892168739610879946e-01
5.743797852960041972e-01,2.155921339378420454e-01,-3.227949724260446157e-02,7.137249629713516841e-01,4.307408090837928638e-01,6.183891391220556200e-01,8.496159343880300696e-01,2.797554093422951471e-01,5.590706909595489771e-01,4.363783458887269817e-01,-8.071161678778013271e-02,3.186690882586252290e-04,7.746129940862686025e-01,7.529623759954614526e-01,4.018797531094596143e-01,-5.066399491432474478e-02,2.053620585169540491e-01,5.893785237991884252e-01,3.361836084122479251e-01
3.040272373168779740e-01,8.952976046417923106e-01,1.194308960820561483e+00,-3.253021921337591604e-01,3.388879922350480078e-01,6.372601366234439402e-01,4.802781747515545985e-01,1.926744016599836462e-01,8.361442721639515963e-01,-2.325911319412456990e-01,2.969717858386378140e-01,5.718716291843777277e-01,-2.665317484950654459e-01,1.928487360231824488e-01,6.382787541419615573e-01,5.193585481156977046e-01,3.652604263134405782e-01,4.540025716891544771e-01,2.132711743589302267e-01
4.422542273813029334e-01,2.849248112976991432e-01,3.009664603601607813e-01,4.510879989521349165e-01,5.040451984658306239e-01,4.427477223967082876e-01,4.386210326800120129e-01,7.138156748683157637e-01,-5.331338244269959864e-02,7.577348605136933202e-01,-9.324840890917713843e-01,3.944262893684928328e-01,4.178521088582824450e-01,5.273978588211372109e-01,4.585956469551913939e-01,4.693293174011398117e-01,4.567846192067493982e-01,5.239492557183818011e-01,9.434601926129693172e-01
3.142475647202094824e-01,1.370139514374374201e+00,1.082850093336396924e+00,6.281056246505800633e-01,2.010683375878357382e-01,6.792077764262515194e-01,3.829916650307584325e-01,3.333052974364898446e-01,2.301413927487169081e-02,2.616305226849073295e-01,6.704160758988122470e-01,6.017231009726116131e-01,-4.081170014463708640e-01,7.828723526846814718e-01,4.851409293820215796e-01,6.594032795691425752e-01,-4.391196194149428744e-01,4.984052313099342491e-01,-7.036557315730607165e-02
2.604827973977900113e-01,9.270474453563518624e-01,7.736841559454677997e-01,1.972873929517471037e-01,3.882612314841310530e-01,6.054904402020884202e-01,1.675918722114390080e-01,6.587440879720144471e-01,6.655760869912067390e-01,3.920223994852707894e-01,5.438441122389692239e-01,4.509691321579802348e-01,5.370481000433335872e-01,4.250297972544737624e-01,7.551129097692995673e-01,2.356801062745901287e-01,1.123479989179494848e-01,8.715165052407755075e-01,6.577178718928843315e-01
5.551450671078989041e-02,1.432508133432099651e-01,5.431981704585087112e-01,1.773891153978713331e-01,8.886307922644286483e-01,8.645148331546363973e-01,-2.649181654360962535e-01,4.273936103604108472e-01,6.425596317486491627e-01,5.254778306343655947e-01,4.107859250955225860e-01,-8.441511255325875873e-02,6.740501776265572786e-02,6.586012279574190442e-01,3.938698676670766841e-02,1.911889466667344439e-01,1.159874305256592519e+00,4.140698260225809668e-01,3.998845124821341357e-01
3.496071651450472495e-01,6.189809420544613028e-01,-1.839090616513577858e-02,7.990505955253600634e-01,1.090089836721110039e+00,4.012985384643684150e-01,5.500288663012923296e-01,7.568604863540769889e-01,9.434406949627263117e-01,6.221242505837473180e-01,5.097789614682989301e-01,1.180082930418766329e+00,7.133680691035586552e-01,1.090893289966091251e+00,6.763489239155404120e-02,5.500992471783144877e-01,3.462513101682112016e-01,2.994564409698942664e-01,5.584122834116983514e-01
9.869262418790683000e-01,3.630528244849448027e-01,6.332006481977751067e-01,2.136270419623080008e-01,6.447520390814476254e-01,5.619733727813240598e-02,4.556127500164557365e-01,8.427469476806138671e-01,4.862195359990210686e-01,6.655205798630815517e-01,1.090049955972777207e+00,1.628794660523197046e-01,9.524759435471792379e-01,-1.629844628283982633e-01,2.881836750684780846e-01,4.628294809942160026e-01,4.999000679924511248e-01,8.541003358785729249e-01,6.799873946059824537e-01
2.790616319043069393e-01,6.903418898678556070e-01,6.992817274015566964e-01,8.086571683212973038e-01,1.416454990063409636e-01,-1.225343650429722570e-01,7.506856740844827236e-01,4.037938949295902247e-01,6.677317188930707026e-01,9.564766943895731677e-01,6.758498517827091767e-01,4.378280797844506522e-01,6.818249381231710204e-01,5.583224476669236269e-01,3.741328538924919567e-01,7.748417507803044835e-01,3.380563985320547138e-01,7.239715130176178626e-01,6.300251027136950510e-01
6.115062697594975116e-01,6.337090124138538005e-01,3.091225699725830625e-02,1.084921678325285466e-01,4.869971212616435174e-01,5.683031870982143685e-01,3.480568449897414873e-01,6.555380654341406155e-01,9.104036966543247456e-01,-6.072371338652674533e-01,3.194945841918431229e-01,4.703182561289212527e-01,6.472786742858133158e-01,4.491714123801613945e-01,4.209938547445357115e-01,-1.014295079249958736e-01,3.283644462231942174e-01,2.012303094664696645e-01,8.530350251230811587e-01
4.687114239848350628e-01,1.148563614605620925e-01,5.001654324323003831e-01,8.883824447399205626e-01,2.761994997308128141e-01,2.541344363488406977e-01,4.373773484146048496e-01,-8.005415098197418144e-01,7.152215660198923963e-01,6.303552477518071795e-01,6.234654105655421663e-01,9.655770548837795397e-01,8.924726701876356527e-01,9.867061241306205321e-01,9.266293441608441928e-01,5.350685523647924491e-01,3.100637576424549735e-01,1.768523336355747322e-01,5.754948256874015122e-01
3.564169757179005416e-01,-2.179872546702027181e-01,7.173267579625252077e-01,3.443999709209799032e-01,1.399481538512952483e-01,7.288202175517177750e-01,4.866716064474192471e-01,1.347575191797405258e+00,1.005614572616846392e-01,2.468665017049997135e-01,7.040960525528670022e-01,2.219181087083584303e-01,4.630428536987864496e-01,1.397236914920924500e+00,2.746249321987387360e-02,7.930684117192218219e-01,5.153494065782734390e-01,-5.490005275004902069e-02,-2.512149623877568683e-01
1.519863811331984560e-01,1.307178812670400925e+00,3.593126853075919724e-01,9.295223113011994442e-01,3.560137289129569060e-01,7.832664603115365720e-01,5.613928741012619295e-01,1.030447769978417139e+00,5.105191246267559019e-02,7.940648757111488099e-01,-8.209920753126855875e-01,4.921097706436645680e-01,6.535688081249982906e-01,6.668162077273193100e-01,1.114700272377531498e-01,7.515797770105201447e-01,1.543931829211333262e-01,-1.510056561813878095e-01,2.691987466311112631e-01
1.708670583385336894e-01,4.675717441742385239e-01,-1.515707977028588338e-01,3.020835726026211421e-01,8.759868159354571304e-01,4.961684129109882879e-01,4.164179940050763973e-01,1.886200979250733101e-01,3.099559909907422806e-01,3.515118952481177672e-01,-1.442071033523346923e-01,3.378706748579785729e-02,-2.803275094536692574e-02,6.233833911508714909e-01,6.992345635486891808e-01,5.522475973108715852e-01,3.439863429088540481e-01,7.479020897131016810e-01,-4.679702826394418480e-01
3.786227505476517652e-01,6.652340878293376836e-01,3.255973379708398396e-01,7.239660917853935063e-01,4.047859047030309687e-02,6.516669906446999061e-01,6.306712884954748244e-01,4.432075601129837339e-01,6.079163792411691469e-01,8.710860466851991779e-01,9.399288052355923018e-01,-2.918149853605830568e+00,8.125674557125154296e-01,8.564083706786175254e-01,8.287691218689322570e-01,1.329920602416805597e-01,-1.802672990821956867e-01,4.843845375879418658e-01,6.870981564046926282e-01
3.231190776181962487e-01,6.414756546532623949e-01,5.398982506194323072e-01,5.314962517993206959e-01,1.306746918134539526e-01,9.893206036678980908e-02,6.229883075275798321e-01,4.593194326445592113e-01,3.247080344316110034e-01,6.562173960866959366e-01,3.205154008383807596e-01,7.663938007012666143e-01,4.567333957390383170e-01,-2.893192403861220563e-01,-7.939390461929071718e-02,7.446279653357067430e-01,4.808122227278239791e-01,8.423392403213683099e-01,9.313190097461483685e-02
3.998602721002661453e-01,3.535464818013261401e-01,1.229586918462001327e-01,2.074343924548436302e-01,7.289325825884174215e-01,4.949918895775245464e-01,5.906624729974143673e-01,-8.567401217996221952e-02,1.670019187225117718e-01,4.131141851457678649e-01,-8.380403333810343414e-02,7.207067244851517174e-01,6.650011937107336291e-01,-1.595009884290195801e-01,5.565844617320953036e-01,1.756645520192857968e-01,4.744836881938075401e-01,9.015148718968335473e-01,6.368962451007017522e-01
